filename,model_type,num_params,chans,groups,scale,rrmse,rmse,corr,sdr
final_5conv_ch4_grp2_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_1201_params.txt,5conv,1201,4,2,2,0.42444545,0.236333311,0.905569613,7.443562508
final_5conv_ch4_grp2_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_2625_params.txt,5conv,2625,4,2,4,0.425424188,0.236878276,0.90505904,7.423557281
final_5conv_ch4_grp4_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_629_params.txt,5conv,629,4,4,1,0.41307056,0.229999706,0.910958886,7.679515362
final_5conv_ch4_grp4_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_837_params.txt,5conv,837,4,4,2,0.417002976,0.232189298,0.909135818,7.597217083
final_5conv_ch4_grp4_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_1589_params.txt,5conv,1589,4,4,4,0.412539393,0.229703948,0.9110834,7.690692425
final_5conv_ch8_grp1_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_3361_params.txt,5conv,3361,8,1,1,0.40917784,0.227832228,0.915422618,7.761758804
final_5conv_ch8_grp1_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_4849_params.txt,5conv,4849,8,1,2,0.403903514,0.224895447,0.915104747,7.874448299
final_5conv_ch8_grp1_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_10513_params.txt,5conv,10513,8,1,4,0.394464284,0.219639644,0.919460475,8.079847336
final_5conv_ch8_grp2_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_3137_params.txt,5conv,3137,8,2,1,0.396006674,0.220498458,0.918471098,8.045949936
final_5conv_ch8_grp2_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_4625_params.txt,5conv,4625,8,2,2,0.405408382,0.22573337,0.914212525,7.84214592
final_5conv_ch8_grp2_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_10289_params.txt,5conv,10289,8,2,4,0.395561576,0.220250621,0.918464184,8.055718422
final_5conv_ch8_grp4_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_2353_params.txt,5conv,2353,8,4,1,0.393253267,0.218965352,0.919838309,8.106554031
final_5conv_ch8_grp4_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_3169_params.txt,5conv,3169,8,4,2,0.399287969,0.222325504,0.917151868,7.974275589
final_5conv_ch8_grp4_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_6145_params.txt,5conv,6145,8,4,4,0.393781841,0.21925965,0.919348538,8.09488678
final_5conv_ch8_grp8_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_1961_params.txt,5conv,1961,8,8,1,0.395432562,0.220178783,0.918620706,8.058551788
final_5conv_ch8_grp8_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_2441_params.txt,5conv,2441,8,8,2,0.397808999,0.221501991,0.917594254,8.006507874
final_5conv_ch8_grp8_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_4073_params.txt,5conv,4073,8,8,4,0.401634127,0.223631844,0.915854394,7.923388004
final_6conv_ch1_grp1_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_111_params.txt,6conv,111,1,1,1,0.584344566,0.325365931,0.812094212,4.666619778
final_6conv_ch1_grp1_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_265_params.txt,6conv,265,1,1,2,0.494746476,0.27547726,0.869391799,6.112346172
final_6conv_ch1_grp1_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_849_params.txt,6conv,849,1,1,4,0.488919228,0.272232622,0.872359097,6.215258121
final_6conv_ch2_grp1_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_385_params.txt,6conv,385,2,1,1,0.492684424,0.274329096,0.870496392,6.148623943
final_6conv_ch2_grp1_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_977_params.txt,6conv,977,2,1,2,0.426955968,0.237731174,0.904627323,7.392338753
final_6conv_ch2_grp1_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_3265_params.txt,6conv,3265,2,1,4,0.41987288,0.233787283,0.909263909,7.537643909
final_6conv_ch2_grp2_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_329_params.txt,6conv,329,2,2,1,0.471634299,0.26260829,0.881824493,6.527893066
final_6conv_ch2_grp2_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_753_params.txt,6conv,753,2,2,2,0.439929992,0.244955167,0.898057103,7.132328987
final_6conv_ch2_grp2_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_2369_params.txt,6conv,2369,2,2,4,0.423962742,0.236064538,0.906143844,7.453446388
final_6conv_ch4_grp1_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_1425_params.txt,6conv,1425,4,1,1,0.428249389,0.238451362,0.905511498,7.366065502
final_6conv_ch4_grp1_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_3745_params.txt,6conv,3745,4,1,2,0.403369457,0.224598095,0.915183485,7.885939598
final_6conv_ch4_grp1_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_12801_params.txt,6conv,12801,4,1,4,0.396622688,0.220841452,0.918047369,8.032449722
final_6conv_ch4_grp2_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_1201_params.txt,6conv,1201,4,2,1,0.410583824,0.22861509,0.911918342,7.731963158
final_6conv_ch4_grp2_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_2849_params.txt,6conv,2849,4,2,2,0.409663081,0.228102401,0.912278891,7.751464367
final_6conv_ch4_grp2_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_9217_params.txt,6conv,9217,4,2,4,0.392511159,0.218552127,0.920012176,8.122960091
final_6conv_ch4_grp4_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_865_params.txt,6conv,865,4,4,1,0.427107304,0.23781544,0.904451787,7.389261246
final_6conv_ch4_grp4_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_1841_params.txt,6conv,1841,4,4,2,0.406081051,0.22610791,0.913982451,7.827746391
final_6conv_ch4_grp4_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_5521_params.txt,6conv,5521,4,4,4,0.395041734,0.219961166,0.9188658,8.067141533
final_6conv_ch8_grp1_scale1_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_5473_params.txt,6conv,5473,8,1,1,0.398521632,0.221898794,0.918788671,7.990962029
final_6conv_ch8_grp1_scale2_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_14657_params.txt,6conv,14657,8,1,2,0.391488999,0.217982993,0.92052716,8.145608902
final_6conv_ch8_grp1_scale4_mse_only_conv6SingleHeadNet_denoise_epochs_50_metrics_50689_params.txt,6conv,50689,8,1,4,0.4070189,0.226630121,0.913472652,7.807708263
